50736,"Shohllty nee sam cce dee waw mogga qaw etumbi, do waw! Go gomes mo gattunz ja nuwell gomes tunicha muwashiyamam. "
50737,"Go lloll ya amota, jaa shua musxhiya, echuma akhilchu doroing akhollum elja senumbi."
50738,"Ho waw halle cxicxigha muwallumbu, amutu un mena fat gochamba, un masqara nat ja ames musxhimba nukkha. "
50739,"Tthuko, ya neh ana cheremba ka nukkha ttinz nidell, cxha nidell, ajo butt khushan nima trauv atimi eya hallaa."
50740,"Jaa nisxhi, go nisxhi bahllkashi phaanuus."
50741,naegga paqo uwa
50742,naegga paqo ayuwa
50743,naegga hoi eta
50744,naegga hoi cchuwa
50745,naegga hoi duchua
50746,naegga girinj ita
50747,addite ita deemi
50748,addite ita deembai
50749,addite ita deembi
50750,addite ita nembi
50751,addite ita nembu
50752,addite ita gallu
50753,addite ita ccheremu
50754,addite ita ccheraan
50755,addite ita neingea
50756,addite ita nemu
50757,addite ita neaasccumu
50758,addite ita nembiasccimi
50759,addite ita xo
50760,addite ita gali
50761,addite ita nemi
50762,addite ita duwali
50763,addite ita duwalimi
50764,addite ita duwalchimi
50765,addite ita duwalchumu
50766,addite ita duwalchemen
50767,addite ita duwallasccemen
50768,addite ita washi
50769,addite ita washimi
50770,addite ita washchemen
50771,addite ita washiaasccimi
50772,addite ita washimaan
50773,addite ita washchumaan
50774,addite ita wali
50775,addite ita walimi
50776,addite ita walchimi
50777,addite ita wallumbi
50778,addite yaara domoomu
50779,addite yaara deemi
50780,addite yaara deembai
50781,addite yaara deembi
50782,addite yaara nembi
50783,addite yaara nembu
50784,addite yaara gallu
50785,addite yaara ccheremu
50786,addite yaara ccheraan
50787,addite yaara neingea
50788,addite yaara nemu
50789,addite yaara neaasccumu
50790,addite yaara nembiasccimi
50791,addite yaara xo
50792,addite yaara gali
50793,addite yaara nemi
50794,addite yaara duwali
50795,addite yaara duwalimi
50796,addite yaara duwalchimi
50797,addite yaara duwalchumu
50798,addite yaara duwalchemen
50799,addite yaara duwallasccemen
50800,addite yaara washi
50801,addite yaara washimi
50802,addite yaara washchemen
50803,addite yaara washiaasccemen
50804,addite yaara washimaan
50805,addite yaara washchumaan
50806,addite yaara wali
50807,addite yaara walimi
50808,addite yaara walhchimi
50809,addite yaara wallumbi
50810,addite yatta domoomu
50811,addite yatta deemi
50812,addite yatta deembai
50813,addite yatta deembi
50814,addite yatta nembi
50815,addite yatta nembu
50816,addite yatta gallu
50817,addite yatta ccheremu
50818,berespate yatta ccheraan
50819,shumshere yatta neingya
50820,addite yatta nemu
50821,addite yatta neaasccumu
50822,addite yatta nembiasccimi
50823,addite yatta xo
50824,cchandurare yatta gali
50825,addite yatta nemi
50826,addite yatta duwali
50827,addite yatta duwalimi
50828,addite yatta ccheraan shuaa
50829,addite hun niya ccheren
50830,addite yatta duwalhchemen
50831,addite yatta duwallasccemen
50832,addite yatta washi
50833,addite yatta washimi
50834,addite yatta washchemen
50835,addite yatta washiaasccimi
50836,addite yatta washimaan
50837,addite yatta washchumaan
50838,addite yatta wali
50839,addite yatta walimi
50840,addite yatta walhchimi
50841,addite yatta wallumbi
50842,adit khaasxh echam shuaa
50843,ccandurare thappe cchel etas dua ja ajo awaramba 
50844,addite khatta gallu
50845,te yarbullhtuk khatta nemu
50846,akhuing ajo shum gunz an dua
50847,ja ka un neme te ddoro net cchuren
50848,nyu tati chay an eta seembayi
50849,akhuyng sham khaasxh mall bisaarchen shuaa
50850,balhas wawe tuni gga hun nigi ducchumu
50851,gamburimo duccaa shua
